14,35,44,23,91,122,28,
8,29,36,19,75,103,19,
9,25,30,17,62,85,14,
13,21,26,16,52,70,11,
18,18,21,14,43,58,13,
19,15,18,13,36,48,11,
14,13,16,11,30,40,12,
11,12,13,10,25,33,12,
7,10,11,9,21,28,10,
5,9,12,10,18,24,11,
5,9,12,19,33,40,19,
6,10,19,25,44,39,14,
6,11,17,21,37,32,14,
6,10,15,18,31,27,11,
6,11,19,15,26,23,13,
6,13,20,16,22,20,12,
4,13,29,16,18,16,10,
7,13,27,16,16,14,12,
9,15,36,21,55,50,17,
5,14,37,20,59,46,21,
5,13,31,17,49,39,15,
7,12,26,14,41,32,13,
7,11,27,19,34,27,11,
5,10,24,16,28,23,10,
6,11,22,15,24,19,11,
6,10,19,13,20,17,10,
6,11,19,23,87,122,24,
11,23,17,19,72,103,17,
9,34,14,17,60,85,13,
9,29,14,14,50,70,11,
7,25,12,12,41,58,11,
7,21,10,11,34,49,12,
13,18,9,10,29,40,12,
11,15,9,8,24,34,10,
14,13,8,10,21,28,11,
20,11,12,15,25,24,12,
16,10,12,15,21,20,12,
12,10,17,14,18,17,12,
12,8,20,12,15,15,12,
10,10,21,14,13,12,12,
6,10,24,14,12,13,11,
8,12,32,17,13,13,12,
9,12,40,16,33,55,20,
6,13,54,20,52,55,17,
5,12,44,17,44,45,14,
5,11,37,16,37,38,15,
5,9,31,14,30,32,14,
7,9,33,16,25,26,13,
5,10,36,14,22,22,12,
6,9,30,12,18,20,12,
6,11,29,11,24,27,14,
6,9,24,16,46,42,13,
6,9,20,20,38,35,14,
6,10,20,17,32,31,13,
6,10,18,14,27,26,12,
6,11,30,13,23,22,13,
5,10,32,14,19,21,13,
7,10,29,14,16,20,12,
5,10,27,23,88,125,21,
4,14,23,19,84,106,15,
8,33,19,16,70,88,11,
13,30,16,14,57,73,11,
12,25,15,12,48,60,12,
8,21,13,10,40,50,12,
5,18,14,9,33,42,11,
10,16,15,10,28,35,10,
7,13,24,10,24,29,13,
8,13,30,16,21,24,11,
14,12,28,13,25,21,11,
12,10,25,11,23,18,14,
13,11,28,13,19,15,13,
10,10,33,13,16,13,13,
11,10,29,13,14,12,11,
10,10,31,12,12,13,12,
8,10,30,11,16,40,16,
6,9,26,26,46,51,18,
6,10,21,21,39,42,17,
7,9,18,19,32,35,16,
7,9,18,16,27,30,12,
5,9,26,15,23,25,13,
5,9,31,14,19,21,12,
7,9,30,14,17,18,14,
6,10,25,12,14,16,11,
6,10,24,17,42,37,11,
6,11,33,15,35,31,11,
6,9,30,17,29,26,10,
7,10,25,15,24,22,11,
5,10,30,14,21,18,11,
5,12,31,15,17,16,11,
7,11,32,14,15,14,9,
6,14,45,25,80,122,27,
7,15,50,21,94,102,20,
8,33,41,18,78,85,14,
9,28,35,15,64,70,12,
6,24,29,13,53,58,12,
9,24,24,11,44,48,11,
8,20,21,10,37,40,10,
7,17,18,9,31,33,4,
6,15,15,8,26,28,147,
8,13,16,14,32,30,0,
14,12,14,12,27,25,46,
12,11,12,11,22,21,8,
17,9,12,10,20,18,52,
15,9,20,12,17,16,66,
10,8,23,13,14,13,66,
6,9,29,13,13,12,0,
5,9,24,12,12,12,3,
4,9,20,21,34,33,254,
7,10,19,18,28,28,3,
7,13,31,16,23,24,97,
6,11,29,14,20,20,0,
5,11,25,15,17,17,26,
5,10,20,14,15,14,0,
7,12,24,13,13,13,5,
8,13,28,21,12,12,66,
6,16,37,25,50,49,26,
4,15,31,27,42,41,0,
7,13,26,22,35,34,35,
7,12,24,19,29,29,49,
5,13,31,19,24,24,0,