550,649,617,554,508,499,409,
401,536,513,459,421,416,433,
286,445,426,380,353,379,422,
199,372,352,318,294,379,524,
127,307,293,266,245,371,491,
75,261,248,222,247,373,543,
63,219,209,190,208,399,539,
59,186,176,160,186,418,520,
42,157,149,138,204,420,544,
47,136,128,119,194,380,439,
53,114,110,111,200,418,506,
73,102,95,112,205,406,508,
52,87,83,126,180,373,462,
37,77,77,106,154,323,532,
62,70,96,108,206,390,553,
57,62,85,112,196,431,519,
35,66,88,118,206,434,577,
53,70,90,118,203,420,481,
65,69,82,127,230,428,554,
44,65,76,118,193,412,543,
44,78,75,139,174,399,559,
65,68,87,122,192,408,537,
41,70,77,131,205,415,569,
53,71,76,115,220,418,502,
64,78,88,120,200,440,547,
49,69,81,115,192,434,545,
45,72,69,103,191,398,463,
69,68,75,127,196,399,628,
60,80,82,123,212,423,577,
31,70,82,115,203,450,564,
52,70,85,109,180,387,525,
70,71,97,107,181,414,528,
42,69,85,101,240,403,560,
38,73,74,123,203,366,563,
70,75,75,114,172,392,510,
59,69,79,116,186,383,545,
33,74,87,140,198,419,546,
45,79,99,121,190,440,551,
72,70,86,134,194,427,609,
48,69,83,137,207,430,492,
44,71,77,143,207,454,636,
54,71,87,125,180,441,563,
78,70,79,116,203,419,564,
39,75,96,116,211,441,485,
42,75,98,102,195,400,513,
64,77,89,116,208,422,537,
68,74,76,132,201,450,564,
41,73,74,123,194,406,480,
39,79,94,135,170,366,583,
67,69,82,154,191,422,587,
66,71,73,131,217,360,534,
40,67,88,154,209,422,573,
40,71,82,140,197,376,563,
67,83,101,119,214,383,611,
67,80,88,111,207,402,512,
36,72,87,119,192,421,545,
51,70,88,103,201,435,551,
78,69,76,121,210,420,681,
59,73,88,119,180,443,574,
34,74,78,112,187,403,678,
62,78,81,120,213,443,589,
67,69,87,106,206,412,523,
42,81,94,120,187,397,585,
50,77,84,104,204,328,525,
42,83,92,115,229,446,538,
63,95,81,106,240,396,552,
44,84,93,116,209,471,532,
49,77,89,127,205,412,562,
59,90,84,120,203,391,494,
54,79,77,129,180,432,516,
46,73,88,111,199,389,552,
52,82,91,115,204,443,547,
54,81,78,107,230,455,572,
51,77,75,115,192,434,578,
50,85,73,134,225,449,557,
43,76,82,114,207,430,562,
51,95,93,105,183,421,562,
64,94,123,128,198,403,523,
68,84,105,137,205,420,673,
47,83,91,118,197,436,604,
55,84,80,115,205,445,590,
56,90,87,110,231,455,521,
48,95,92,124,214,384,560,
44,83,118,110,189,419,567,
51,84,101,112,216,440,524,
53,93,90,96,237,414,566,
59,79,89,132,223,447,663,
44,90,92,114,189,422,572,
54,84,84,119,223,458,548,
65,84,94,111,190,407,589,
48,83,80,114,225,448,510,
47,82,95,126,201,434,602,
57,84,95,128,228,454,578,
65,86,83,107,195,429,554,
55,86,82,115,223,441,607,
41,78,89,115,199,417,567,
54,102,106,120,214,436,685,
61,87,94,103,215,448,585,
59,88,97,114,191,438,534,
57,77,86,105,196,438,518,
55,78,76,102,215,435,588,
57,76,85,120,207,431,499,
50,76,80,134,239,423,552,
54,73,72,125,216,399,658,
54,73,77,109,183,405,620,
48,82,87,130,187,383,567,
57,82,89,109,219,454,580,
59,82,86,128,199,435,588,
48,78,83,116,205,431,563,
55,84,94,119,188,434,622,
60,96,96,129,189,468,628,
47,87,108,109,207,425,562,
33,96,112,137,250,494,619,
54,82,98,133,208,442,607,
64,86,109,115,212,434,493,
59,80,110,107,220,476,688,
52,74,97,111,217,426,576,
37,73,85,114,209,462,561,
57,86,80,113,225,424,552,
57,80,79,122,221,403,574,
46,89,91,117,208,461,573,
57,78,101,125,199,403,700,
62,85,90,107,205,402,587,
38,79,89,109,203,428,536,
58,85,79,107,204,436,529,
61,79,84,102,238,447,554,
56,85,85,111,207,391,613,
44,90,84,114,215,416,545,
57,78,100,118,203,396,590,
46,84,99,126,203,451,561,
54,81,94,119,233,445,549,
54,79,84,124,197,426,533,
51,86,85,136,210,417,543,
64,82,91,120,235,471,664,
43,78,94,121,209,464,577,
54,76,82,119,215,422,716,
60,88,94,115,198,424,515,
49,88,94,120,214,471,586,
50,84,98,115,226,420,608,
55,82,107,129,199,485,587,
62,85,96,118,209,425,672,
45,82,111,130,225,410,519,
53,86,115,110,214,419,560,
58,82,127,110,213,445,594,
59,84,110,117,193,465,560,
57,90,109,111,199,432,588,
49,80,93,125,193,457,569,
43,81,81,110,213,435,509,
49,78,72,128,228,468,645,
53,83,83,111,205,420,584,
48,74,88,103,199,411,524,
56,87,78,99,205,477,673,
60,87,100,117,206,446,661,
50,82,89,116,210,439,558,
44,88,85,121,192,428,532,
62,78,83,118,189,469,641,
54,83,79,114,186,389,561,
53,84,92,132,205,413,537,
54,74,82,127,240,422,568,
66,79,98,119,212,395,683,
51,83,86,124,205,413,611,
53,71,89,117,198,454,555,
56,70,83,110,192,409,550,
52,72,79,110,215,417,572,
55,78,82,115,192,447,606,
47,86,82,115,188,417,604,
65,84,88,135,214,416,560,
57,81,78,132,179,434,539,
36,78,91,129,199,437,592,
62,88,86,120,214,423,573,
59,78,77,107,194,397,518,
59,70,74,108,215,397,568,
45,73,80,111,207,399,593,
57,74,81,115,201,466,562,
56,74,87,110,193,430,557,
48,77,77,111,184,398,569,
52,76,75,118,205,418,608,
59,69,85,110,174,469,559,
61,82,86,99,181,421,640,
54,79,77,112,213,464,581,
48,81,74,110,205,453,581,
44,77,87,105,203,453,524,
51,73,84,105,208,405,534,
61,71,77,105,202,409,562,
50,77,66,111,216,410,594,
54,78,86,125,208,418,594,
50,77,82,126,202,469,625,
46,75,88,107,190,478,563,
55,75,85,106,180,415,558,
51,78,86,102,203,433,564,
65,85,89,120,205,394,650,
44,78,84,132,211,390,595,
51,79,76,141,214,417,644,
53,87,113,120,200,433,607,
52,86,99,135,242,430,576,
42,85,84,117,217,452,565,
59,78,82,122,193,437,583,
55,73,78,122,211,451,568,
50,76,78,113,205,468,546,
46,82,90,120,190,431,562,
43,85,86,122,199,420,522,
58,77,88,122,207,415,590,
46,95,102,133,200,472,591,
53,91,89,122,222,425,598,
51,91,102,112,233,435,603,
44,80,100,117,202,410,579,
59,86,91,112,188,435,562,
52,93,127,232,361,851,946,
39,112,112,230,353,857,977,
48,105,116,255,354,848,987,
83,103,134,258,367,858,953,
84,109,133,243,368,842,989,
82,100,125,242,341,838,858,
70,98,114,239,348,840,857,
68,97,138,206,350,838,854,
71,107,145,230,353,852,861,
99,111,131,255,355,853,850,
60,97,125,228,353,859,985,
65,110,115,247,337,846,915,
64,108,132,243,371,853,988,
78,106,114,228,335,847,864,
74,98,112,263,346,843,987,
95,104,120,253,348,829,854,
70,100,118,255,345,831,983,
59,112,153,248,368,852,984,
61,98,131,230,341,832,854,
60,110,113,236,341,832,993,
94,100,110,216,333,853,856,
61,104,104,228,350,857,971,
63,94,112,253,360,841,989,
60,93,108,250,333,847,988,
84,88,115,235,343,834,989,
54,97,114,245,336,866,980,
62,118,103,208,348,835,987,
66,106,112,245,351,849,987,
81,103,113,253,354,840,988,
65,99,110,253,352,857,860,
52,88,126,217,364,853,856,
53,101,110,263,341,846,857,
66,111,118,245,345,848,987,
86,99,123,246,358,827,948,
55,122,118,221,357,852,957,
55,103,122,240,367,840,858,
71,111,125,214,351,837,896,
68,108,115,236,345,853,990,
60,107,109,231,347,857,973,
56,115,121,239,355,849,853,
75,101,115,238,347,832,966,
78,107,109,245,338,818,850,
66,96,119,249,375,845,984,
61,94,106,252,361,853,860,
68,92,108,246,345,846,883,
97,92,120,229,357,835,964,
65,106,140,260,367,849,966,
49,107,120,237,347,847,856,
47,106,112,263,349,846,934,
78,113,106,255,348,850,849,
46,102,103,252,340,836,856,
60,96,112,246,333,833,852,
65,118,118,242,341,846,1001,
99,110,117,240,344,848,850,
65,109,121,233,343,853,990,
71,105,156,243,351,852,861,
70,107,133,229,362,850,858,
76,94,119,235,378,842,860,
95,93,123,266,340,848,990,
61,98,117,239,351,835,849,
54,99,118,242,351,835,980,
49,111,108,254,347,829,858,
81,113,124,243,353,846,1000,
94,99,130,248,350,851,986,
56,114,110,238,345,843,987,
43,98,130,221,350,823,856,
60,107,135,249,351,857,987,
59,123,126,232,345,836,977,
83,110,147,235,359,847,987,
71,100,134,238,363,835,851,
53,114,119,232,373,828,862,
62,107,114,240,341,847,979,
66,97,140,241,343,849,990,
57,99,122,237,349,838,991,
91,96,152,259,354,843,988,
59,94,186,277,365,846,989,
62,107,182,238,360,853,858,
66,104,155,232,368,854,990,
88,98,133,263,343,846,989,
76,97,157,260,362,849,985,
64,106,136,246,354,848,914,
70,107,118,233,339,835,948,
85,115,130,246,347,826,997,
95,102,142,240,359,865,855,
67,105,145,251,358,855,988,
54,103,123,234,355,846,946,
65,112,115,217,356,854,858,
62,104,110,254,359,853,985,
73,110,109,260,345,835,999,
97,114,103,232,347,839,988,
64,115,126,227,380,858,987,
54,98,111,263,369,865,858,
72,104,110,246,335,841,856,
89,113,98,240,349,864,990,
95,105,110,231,339,846,856,
61,114,121,260,360,864,891,
58,102,154,248,362,839,970,
60,103,130,227,337,826,854,
53,114,113,245,338,850,976,
89,101,124,238,364,844,989,
93,110,127,241,360,854,987,
62,104,133,264,368,847,986,
61,97,113,232,354,843,855,
61,105,107,238,347,838,849,
60,91,144,235,350,828,856,
75,132,126,243,332,856,991,
98,119,126,245,357,851,955,
84,104,115,226,342,834,988,
61,99,132,259,374,848,857,
58,121,122,253,347,851,856,
57,103,115,239,362,844,988,
69,107,129,238,333,856,854,
67,103,112,228,364,849,990,
91,110,143,217,370,826,989,
96,104,157,240,359,852,850,
65,99,134,237,362,837,870,
62,109,165,244,329,847,986,
54,94,158,225,338,851,941,
62,108,139,231,347,840,855,
78,98,140,250,373,847,968,
80,116,138,243,356,831,987,
96,102,157,255,340,843,985,
99,105,138,231,358,841,968,
71,115,151,226,361,864,858,
52,110,153,256,356,840,975,
66,118,155,236,359,837,991,
64,119,134,243,358,830,990,
68,105,145,224,350,848,856,
63,112,133,241,364,841,975,
75,109,116,250,358,851,906,
89,103,134,245,352,847,993,
77,103,121,241,363,826,988,
53,123,133,233,352,833,856,
53,122,143,229,349,847,855,
54,123,123,249,341,838,855,
69,106,107,230,355,860,856,
83,104,124,235,342,841,988,
102,116,120,227,353,835,856,
106,101,139,251,352,874,859,
99,103,124,260,355,856,989,
82,104,134,238,343,852,855,
65,111,119,239,373,857,1000,
56,98,137,234,362,846,988,
57,106,123,225,339,819,963,
57,111,113,222,361,850,890,
66,107,118,216,335,846,989,
73,111,110,220,336,855,860,
68,126,110,248,351,846,979,
55,108,131,225,342,848,854,
74,113,131,253,348,837,964,
91,100,137,233,378,821,988,
91,102,159,224,356,839,990,
57,105,137,259,368,862,858,
54,108,140,246,366,843,990,
59,101,140,235,353,840,859,
67,96,135,258,342,845,858,
71,109,115,225,340,832,934,
65,120,129,238,348,840,987,
69,113,112,221,369,837,985,
58,105,109,237,356,845,915,
56,107,101,234,361,849,854,
50,111,118,251,356,840,852,
54,117,130,224,360,842,990,
55,117,112,216,359,837,985,
48,103,116,223,365,838,859,
61,105,137,244,363,839,989,
54,117,119,249,341,854,860,
59,104,142,224,365,826,988,
64,104,129,244,354,850,860,
65,109,118,253,355,854,987,
