1,0,0,187,219,225,235,259,288,193,270.05,272.90,271.17,265.98,259.51,246.38,68.85,
9,0,0,65,81,90,100,123,163,153,10.31,12.90,14.56,16.28,10.80,20.60,19.75,
17,0,0,62,82,84,99,118,152,149,9.63,15.29,12.50,12.54,14.71,17.66,22.97,
25,0,0,65,80,86,98,115,142,141,10.09,13.48,13.27,12.72,10.80,17.14,19.48,
33,0,0,67,82,87,94,111,132,131,9.68,16.92,16.62,14.25,11.09,12.00,19.73,
41,0,0,67,81,86,97,106,123,130,9.78,15.69,15.98,17.05,12.05,10.81,18.35,
49,0,0,66,83,85,93,105,121,125,10.26,18.19,15.08,13.81,12.61,10.95,17.34,
57,0,0,62,80,82,91,105,115,120,10.72,14.83,15.36,13.31,11.61,12.24,15.77,
65,0,0,65,82,86,87,103,112,112,10.23,17.88,19.19,13.42,13.95,12.79,14.93,
73,0,0,63,81,82,89,96,109,111,9.88,15.93,15.48,15.65,13.05,11.79,14.91,
81,0,0,64,81,84,85,95,104,106,9.63,16.60,16.44,13.21,12.93,12.50,14.21,
89,0,0,67,79,80,85,95,100,101,9.30,15.51,14.18,14.07,14.57,12.54,15.28,
97,0,0,68,78,80,83,90,99,100,10.01,15.34,14.96,13.50,13.08,14.18,15.11,
105,0,0,70,83,84,86,88,92,95,9.38,18.05,17.53,14.87,11.00,12.90,16.10,
113,0,0,67,81,82,84,92,93,91,10.07,17.13,16.88,13.95,13.74,13.34,15.77,
121,0,0,64,81,80,81,88,91,82,9.46,15.24,13.89,11.39,14.11,14.05,18.43,
1,0,8,176,204,211,220,253,273,201,255.56,252.41,255.22,244.05,243.48,225.34,62.26,
9,0,8,61,80,87,100,118,164,157,9.20,12.06,11.92,12.54,11.25,20.75,20.82,
17,0,8,62,84,87,96,115,146,151,8.77,15.47,14.98,11.25,13.16,15.41,18.90,
25,0,8,61,83,86,97,109,138,140,8.84,16.08,14.53,15.52,11.13,15.39,18.66,
33,0,8,62,84,84,91,107,129,128,8.93,17.30,15.07,10.97,11.30,12.76,17.43,
41,0,8,64,83,83,90,105,126,126,9.72,18.01,13.47,13.51,12.66,14.33,18.63,
49,0,8,64,80,84,92,103,116,122,10.24,15.45,16.88,14.46,11.67,12.04,15.10,
57,0,8,64,80,80,90,102,117,116,8.91,15.12,13.40,15.44,14.88,14.18,15.18,
65,0,8,64,79,84,88,99,111,106,10.25,16.54,17.03,14.53,12.44,14.34,16.09,
73,0,8,63,82,84,87,99,105,110,9.44,16.84,17.75,12.94,12.48,10.42,14.99,
81,0,8,63,80,79,84,94,102,102,8.75,15.72,13.99,13.70,12.75,12.88,14.91,
89,0,8,65,80,82,87,93,102,106,8.67,16.65,14.75,14.64,11.81,11.50,12.76,
97,0,8,64,82,84,86,94,101,100,8.50,17.67,18.07,14.80,14.46,14.31,14.43,
105,0,8,65,82,83,86,91,98,98,8.61,17.09,14.89,13.52,13.23,13.63,14.66,
113,0,8,65,81,84,84,90,92,93,10.11,18.23,19.05,13.07,12.64,11.08,14.28,
121,0,8,67,82,83,84,90,92,88,9.95,17.14,14.65,12.85,12.57,14.78,14.78,
1,0,16,154,191,197,210,238,273,205,231.96,237.72,234.84,230.11,222.81,208.99,68.26,
9,0,16,62,84,87,97,127,172,160,8.67,14.53,11.08,10.79,13.90,18.60,20.06,
17,0,16,63,87,91,100,118,161,156,9.38,17.25,15.12,11.97,11.23,18.85,19.43,
25,0,16,64,83,88,100,120,149,146,10.20,16.75,15.37,13.34,13.72,13.59,17.64,
33,0,16,62,83,86,95,113,140,133,9.41,17.20,14.96,13.44,11.06,16.15,15.38,
41,0,16,64,82,86,94,107,132,126,9.16,17.39,15.52,13.85,10.80,13.74,14.89,
49,0,16,66,80,84,93,109,127,122,9.88,16.70,14.61,15.48,12.40,12.68,12.35,
57,0,16,64,81,86,90,106,123,115,10.44,18.15,17.63,14.90,15.12,13.10,12.61,
65,0,16,64,81,83,89,101,115,113,10.69,17.85,17.73,16.93,12.87,12.80,12.13,
73,0,16,63,81,83,87,100,113,112,9.75,18.11,16.74,14.06,14.62,12.84,13.13,
81,0,16,64,82,84,86,96,106,107,9.10,17.47,17.40,15.87,12.12,11.96,12.77,
89,0,16,67,81,83,89,93,102,101,10.92,17.49,15.62,15.65,12.73,11.26,13.36,
97,0,16,64,83,84,87,92,102,99,8.77,19.11,17.25,14.13,12.46,14.83,12.25,
105,0,16,65,80,83,84,89,96,99,9.69,16.81,16.36,12.47,12.06,12.06,13.63,
113,0,16,64,82,83,84,91,90,99,9.83,18.85,15.93,12.59,11.28,11.33,14.90,
121,0,16,64,81,84,88,93,92,91,9.36,16.35,15.55,15.45,12.72,12.78,12.00,
1,0,24,145,176,186,196,225,267,201,214.14,218.44,219.15,210.09,208.06,194.15,64.01,
9,0,24,62,86,93,98,125,175,157,8.70,14.80,14.80,10.93,12.62,20.55,20.70,
17,0,24,60,85,86,101,121,160,156,9.49,15.60,14.05,13.50,12.66,17.50,17.79,
25,0,24,61,83,87,95,114,150,143,9.56,16.16,13.69,12.33,10.91,17.62,16.47,
33,0,24,63,84,86,95,114,139,135,9.16,17.77,12.56,13.09,12.66,16.27,16.61,
41,0,24,63,82,87,94,107,131,130,9.36,18.10,16.95,13.63,9.30,12.87,13.19,
49,0,24,61,81,84,93,103,122,114,8.86,16.83,16.95,16.72,13.26,11.60,13.47,
57,0,24,64,81,83,90,105,118,114,9.04,18.21,17.31,15.39,15.34,9.44,12.80,
65,0,24,62,81,83,91,100,117,108,8.93,18.38,16.66,17.68,15.10,11.79,12.57,
73,0,24,60,80,83,88,98,111,104,8.86,18.74,17.72,14.94,12.19,9.08,13.09,
81,0,24,64,78,81,85,96,108,101,9.14,18.09,17.44,13.35,12.56,10.97,10.98,
89,0,24,62,79,81,85,97,107,97,8.96,18.32,17.09,16.39,15.36,15.18,12.25,
