1,0,0,154,188,199,220,270,764,207,230.49,236.40,232.41,227.61,209.62,67.76,47.04,
9,0,0,60,84,92,108,160,668,180,8.41,13.88,13.58,12.70,11.57,10.99,15.58,
17,0,0,59,84,90,109,155,640,174,8.78,14.49,13.14,12.45,12.60,10.98,14.46,
25,0,0,58,83,89,104,143,602,171,9.39,14.35,12.57,11.53,10.56,10.03,12.34,
33,0,0,62,84,89,99,137,563,161,8.47,13.18,13.60,12.56,10.82,10.04,10.24,
41,0,0,60,82,88,101,137,523,154,8.87,14.95,14.09,11.38,10.24,7.78,12.79,
49,0,0,61,82,87,96,134,489,146,8.42,14.37,14.03,12.45,12.03,10.94,11.44,
57,0,0,61,83,87,97,128,448,137,8.55,14.82,15.12,12.84,9.74,7.17,12.66,
65,0,0,57,82,87,95,125,406,132,8.68,16.33,15.98,12.91,10.64,5.34,12.90,
73,0,0,60,83,86,91,119,364,131,8.50,15.39,14.64,14.58,10.04,6.44,12.06,
81,0,0,59,81,85,89,114,324,126,8.23,14.81,14.07,11.89,9.29,6.34,10.81,
89,0,0,64,81,84,89,110,283,119,9.51,14.17,14.75,11.12,8.70,7.20,10.52,
97,0,0,60,83,86,92,106,242,120,9.10,13.65,16.12,13.37,10.88,7.89,11.54,
105,0,0,59,85,87,91,105,202,106,9.67,13.37,13.04,11.28,10.07,7.07,13.65,
113,0,0,60,84,88,91,103,158,114,7.96,13.77,14.13,12.65,11.35,7.44,14.51,
121,0,0,57,82,86,91,97,120,117,10.57,13.25,13.63,12.87,10.77,7.29,16.78,
1,0,8,173,200,206,229,279,765,210,252.02,250.69,247.70,240.02,222.33,73.26,52.70,
9,0,8,61,82,93,107,163,674,180,8.62,12.92,14.00,11.75,12.36,12.23,14.63,
17,0,8,59,83,89,110,148,631,172,7.60,13.92,12.78,13.74,8.95,10.37,14.02,
25,0,8,60,88,91,106,150,603,167,7.80,14.70,12.80,12.36,10.38,9.51,13.13,
33,0,8,59,84,91,103,147,568,157,7.50,14.09,13.17,11.79,12.05,11.25,13.48,
41,0,8,60,84,91,103,136,523,155,7.56,14.42,14.47,12.67,10.48,8.36,13.32,
49,0,8,60,84,87,98,135,489,148,8.08,15.23,14.29,12.32,10.65,11.11,12.22,
57,0,8,61,84,87,98,127,448,141,8.16,15.74,13.99,12.66,8.16,8.78,12.70,
65,0,8,60,82,86,94,125,406,136,6.90,14.19,15.03,11.91,11.13,11.41,11.13,
73,0,8,61,83,85,94,120,361,129,7.96,15.45,14.94,14.45,10.94,8.02,10.49,
81,0,8,62,84,86,92,114,322,119,7.53,15.61,15.73,13.20,9.53,7.08,11.50,
89,0,8,61,80,85,91,110,279,120,7.93,13.69,14.38,13.79,10.34,6.85,10.96,
97,0,8,64,82,87,94,106,243,122,8.08,13.67,14.84,14.96,10.12,12.53,12.56,
105,0,8,62,82,88,91,106,203,116,8.30,13.01,14.44,12.47,11.26,5.55,12.90,
113,0,8,60,82,88,89,105,164,119,8.20,12.65,13.29,12.55,11.67,7.42,13.41,
121,0,8,59,82,86,92,97,127,125,9.45,12.49,12.88,13.61,11.50,12.85,15.87,
1,0,16,153,190,197,219,270,763,215,229.93,236.63,234.10,227.79,209.66,65.71,65.34,
9,0,16,60,87,95,109,159,670,183,8.48,14.19,13.76,12.06,9.47,10.28,14.91,
17,0,16,61,85,90,110,146,634,173,8.79,13.45,12.83,10.86,8.91,11.21,12.54,
25,0,16,59,83,90,106,152,609,166,8.84,13.35,13.46,11.07,11.37,12.97,15.18,
33,0,16,59,84,89,102,145,562,159,7.98,13.28,13.54,10.90,10.62,9.68,11.79,
41,0,16,60,84,86,101,139,523,154,8.15,15.10,12.64,11.50,10.30,8.56,13.68,
49,0,16,59,84,87,100,131,486,142,8.35,15.80,15.35,11.39,8.91,6.80,12.50,
57,0,16,59,82,88,99,126,444,140,8.21,14.20,14.75,13.65,8.20,7.60,12.39,
65,0,16,61,83,86,95,125,407,133,8.02,15.67,14.16,13.17,11.29,12.50,10.92,
73,0,16,61,81,86,92,117,361,133,8.70,14.10,15.36,11.57,9.31,7.26,10.22,
81,0,16,61,83,85,90,116,322,121,8.20,15.01,14.51,13.94,14.22,9.90,10.39,
